OrderID,OrderDate,CustomerID,CustomerName,Email,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,SignupDate,order_before_signup
ORD-12819,2023-10-27,CUST1255,Kristen Davis,kristen.davis78@yahoo.com,West,United States,Home & Kitchen,Coffee Maker,2.0,165.59,0.2,17.95,Gift Card,Cancelled,2022-05-28,False
ORD-10777,2024-06-11,CUST1362,Bryan Gomez,bryan.gomez66@hotmail.com,North,Canada,Sports & Outdoors,Water Bottle,1.0,97.28,0.0,21.08,Credit Card,Delivered,2023-07-25,False
ORD-12821,2023-08-18,CUST1564,Molly Watts,molly.watts21@gmail.com,South,United States,Electronics,Webcam,5.0,36.66,0.0,24.6,Debit Card,Delivered,2021-07-27,False
ORD-12476,2024-05-19,CUST1671,Kristin Mendoza,kristin.mendoza27@outlook.com,South,Mexico,Toys,Action Figure,4.0,40.73,0.2,10.84,Debit Card,Shipped,2022-12-09,False
ORD-11138,2023-04-22,CUST1509,Michelle Ho,michelle.ho9@hotmail.com,East,Canada,Toys,RC Car,3.0,20.17,0.0,16.55,Paypal,Cancelled,2022-02-08,False
ORD-12414,2023-06-21,CUST1248,Jose Travis,jose.travis44@hotmail.com,South,United States,Electronics,Webcam,6.0,73.69,0.0,3.38,Paypal,Cancelled,2022-01-29,False
ORD-10327,2024-12-15,CUST1741,Manuel Brock,manuel.brock50@yahoo.com,South,Canada,Apparel,Running Shoes,4.0,44.14,0.1,1.1,Debit Card,Returned,2021-08-11,False
ORD-12084,2023-10-09,CUST1351,Kimberly Nguyen,kimberly.nguyen12@hotmail.com,South,United States,Electronics,Webcam,2.0,119.08,0.15,5.84,Paypal,Pending,2021-07-15,False
ORD-10772,2023-02-18,CUST1545,Cindy Gomez,,Central,United States,Beauty,Lipstick,3.0,46.21,0.0,14.94,Credit Card,Pending,2021-04-26,False
ORD-10671,,CUST1766,Raymond Chapman,raymond.chapman14@gmail.com,East,Canada,Beauty,Face Moisturizer,6.0,36.19,0.25,8.22,Credit Card,Delivered,2023-10-28,False
ORD-11327,2023-03-12,CUST1472,Lori Ingram,lori.ingram64@outlook.com,East,Canada,Electronics,Webcam,2.0,192.72,0.0,10.08,Gift Card,Pending,2022-10-24,False
ORD-12813,2023-11-04,CUST1384,Aimee Turner,aimee.turner28@hotmail.com,East,Canada,Sports & Outdoors,Water Bottle,3.0,79.27,0.0,12.69,Credit Card,Delivered,2022-04-03,False
ORD-11841,2024-05-15,CUST1823,Jackie Clements,jackie.clements5@yahoo.com,North,Canada,Beauty,Face Moisturizer,3.0,31.95,0.15,4.63,Debit Card,Cancelled,2023-08-02,False
ORD-11257,2023-11-25,CUST1249,Kimberly Gutierrez,kimberly@gmail.com,Central,Mexico,Beauty,Lipstick,2.0,39.33,0.05,11.92,Credit Card,Returned,2021-07-27,False
ORD-10700,2024-10-15,CUST1619,Elizabeth Mendez,elizabeth.mendez27@yahoo.com,West,Canada,Toys,Action Figure,3.0,69.09,0.05,3.64,Paypal,Shipped,2024-03-26,False
ORD-11091,2024-12-28,CUST1012,Lisa Hensley,lisa.hensley21@hotmail.com,Central,United States,Apparel,Denim Jacket,1.0,40.75,0.0,4.14,Debit Card,Pending,2023-02-17,False
ORD-11046,2024-10-29,CUST1835,Timothy Hill,timothy.hill94@hotmail.com,Central,United States,Apparel,Cotton T-Shirt,5.0,30.33,0.0,14.34,Debit Card,Returned,2022-07-18,False
ORD-11340,2024-07-26,CUST1214,Julie Alexander,julie.alexander73@hotmail.com,North,Canada,Beauty,Hair Dryer,5.0,51.69,0.0,12.91,Gift Card,Returned,2021-05-23,False
ORD-12381,2024-02-27,CUST1780,Christine Goodwin,christine.goodwin51@yahoo.com,Central,United States,Home & Kitchen,Throw Blanket,3.0,30.93,0.25,6.86,Gift Card,Returned,2023-07-26,False
ORD-12355,2024-07-25,CUST1022,Ethan Adams,ethan.adams81@outlook.com,Central,United States,Electronics,Laptop Stand,5.0,218.1,0.15,4.52,Debit Card,Returned,2024-08-01,True
ORD-10101,2024-05-20,CUST1310,Paul Morgan,dr..morgan31@hotmail.com,West,United States,Electronics,Webcam,6.0,111.1,0.0,18.65,Debit Card,Shipped,2021-08-09,False
ORD-10580,2024-05-20,CUST1473,Evelyn Williams,evelyn.williams73@hotmail.com,North,Canada,Electronics,Bluetooth Speaker,4.0,100.05,0.1,4.16,Paypal,Cancelled,2022-12-05,False
ORD-11156,2023-02-16,CUST1621,Lisa Perry,,East,Canada,Toys,Puzzle 1000PC,2.0,23.32,0.1,15.01,Debit Card,Shipped,2023-12-30,True
ORD-10758,2024-12-30,CUST1496,Austin Osborne,austin.osborne51@gmail.com,West,Mexico,Electronics,Webcam,1.0,143.52,0.1,21.78,Gift Card,Cancelled,2022-09-28,False
ORD-12499,2024-01-22,CUST1077,Megan Young,megan.young80@outlook.com,East,United States,Sports & Outdoors,Resistance Bands,3.0,60.8,0.0,7.97,Credit Card,Returned,2021-07-11,False
ORD-10542,2023-10-05,CUST1807,Robert Gonzales,robert.gonzales57@outlook.com,East,United States,Apparel,Baseball Cap,4.0,53.87,0.05,2.36,Credit Card,Delivered,2023-01-20,False
ORD-10215,2023-04-14,CUST1567,Lauren Jackson,lauren.jackson47@gmail.com,East,Mexico,Toys,Building Blocks Set,6.0,32.94,0.0,8.42,Credit Card,Delivered,2023-05-26,True
ORD-12773,2023-06-14,CUST1754,Dana Hopkins,dana.hopkins30@hotmail.com,South,Canada,Toys,Board Game,4.0,13.75,0.0,24.91,Debit Card,Shipped,2021-11-28,False
ORD-11664,2024-02-12,CUST1182,Angela Vaughn,angela.vaughn14@yahoo.com,Central,Canada,Beauty,Sunscreen SPF50,4.0,56.1,0.0,11.31,Gift Card,Cancelled,2023-08-24,False
ORD-11284,2024-09-02,CUST1483,Steve Paul,steve.paul2@yahoo.com,South,Mexico,Toys,Building Blocks Set,1.0,57.39,0.15,2.77,Credit Card,Pending,2023-06-21,False
ORD-11213,2024-07-24,CUST1341,Cynthia Morris,cynthia.morris7@gmail.com,West,Canada,Home & Kitchen,Coffee Maker,5.0,15.42,0.0,6.52,Debit Card,Shipped,2023-04-27,False
ORD-10047,2024-01-17,CUST1696,Joseph Hill,joseph.hill14@yahoo.com,West,Mexico,Sports & Outdoors,Resistance Bands,4.0,123.2314,0.0,23.96,Credit Card,Cancelled,2024-01-07,False
ORD-10873,2024-12-12,CUST1727,Nancy Stewart,,North,Mexico,Electronics,USB-C Cable,3.0,46.12,0.05,2.69,Debit Card,Shipped,2024-08-21,False
ORD-12001,2024-01-20,CUST1571,Christian Vaughn,christian.vaughn49@outlook.com,North,United States,Beauty,Hair Dryer,2.0,43.63,0.25,24.46,Debit Card,Pending,2022-01-18,False
ORD-11872,2024-03-27,CUST1823,Jackie Clements,jackie.clements5@yahoo.com,North,Canada,Sports & Outdoors,Camping Tent,2.0,43.75,0.1,23.39,Gift Card,Cancelled,2023-08-02,False
ORD-10677,2023-11-27,CUST1833,Tyler Harris,tyler.harris46@yahoo.com,West,Mexico,Electronics,Bluetooth Speaker,5.0,165.59,0.15,15.11,Debit Card,Delivered,2022-05-29,False
ORD-12183,2023-02-06,CUST1173,Matthew Harrington,,West,United States,Electronics,Webcam,4.0,154.26,0.15,2.68,Debit Card,Cancelled,2021-04-11,False
ORD-10013,2024-04-19,CUST1055,Michael Lewis,michael@gmail.com,North,Canada,Apparel,Wool Sweater,3.0,46.07,0.1,3.09,Credit Card,Returned,2023-05-18,False
ORD-12205,2024-10-10,CUST1577,Raymond Le,raymond.le87@yahoo.com,South,United States,Sports & Outdoors,Resistance Bands,2.0,83.33,0.0,13.53,Credit Card,Delivered,2021-09-04,False
ORD-13014,2024-11-04,CUST1281,Tammie Bright,tammie.bright94@outlook.com,East,Mexico,Sports & Outdoors,Hiking Backpack,3.0,36.1,0.0,12.69,Paypal,Delivered,2024-06-13,False
ORD-10642,2024-10-16,CUST1014,Dylan Miller,dylan.miller28@outlook.com,West,United States,Beauty,Shampoo Set,1.0,19.86,0.15,15.01,Debit Card,Shipped,2022-03-12,False
ORD-11777,2024-09-13,CUST1131,Dustin Jordan,dustin.jordan30@outlook.com,West,Canada,Electronics,Webcam,4.0,54.96,0.25,20.5,Gift Card,Cancelled,2022-08-03,False
ORD-11170,2024-04-03,CUST1000,Allison Hill,allison.hill4@outlook.com,South,Mexico,Electronics,USB-C Cable,2.0,68.99,0.05,5.27,Credit Card,Pending,2022-05-17,False
ORD-11621,2023-05-12,CUST1132,Mary Marshall,mary.marshall34@yahoo.com,Central,United States,Sports & Outdoors,Camping Tent,6.0,90.08,0.0,14.25,Gift Card,Cancelled,2023-05-21,True
ORD-10066,,CUST1411,Lisa Hunter,lisa.hunter46@hotmail.com,Central,Mexico,Apparel,Running Shoes,5.0,52.62,0.1,17.13,Paypal,Pending,2023-06-04,False
ORD-10470,2023-05-10,CUST1474,Robin Thompson,robin@gmail.com,North,United States,Apparel,Baseball Cap,1.0,25.12,0.05,22.75,Credit Card,Shipped,2023-07-31,True
ORD-11211,2024-03-11,CUST1311,Victor Taylor,victor.taylor7@outlook.com,West,United States,Apparel,Denim Jacket,6.0,61.0,0.25,12.37,Paypal,Shipped,2023-02-26,False
ORD-10548,2023-08-19,CUST1055,Michael Lewis,michael@gmail.com,North,Canada,Apparel,Denim Jacket,6.0,41.78,0.05,7.63,Gift Card,Cancelled,2023-05-18,False
ORD-11731,2024-01-16,CUST1303,Sara Fuller,,East,Mexico,Beauty,Sunscreen SPF50,1.0,32.88,0.1,18.28,Gift Card,Cancelled,2024-08-06,True
ORD-11722,2024-04-09,CUST1412,Julian Conner,julian.conner99@outlook.com,North,Canada,Apparel,Wool Sweater,5.0,15.34,0.0,1.98,Credit Card,Cancelled,2022-05-20,False
ORD-10834,2024-06-25,CUST1016,Holly Wood,holly.wood69@outlook.com,Central,United States,Apparel,Wool Sweater,2.0,29.36,0.0,12.01,Debit Card,Delivered,2024-04-12,False
ORD-11743,2023-10-07,CUST1362,Bryan Gomez,bryan.gomez66@hotmail.com,North,Canada,Beauty,Face Moisturizer,5.0,28.6,0.1,9.65,Debit Card,Pending,2023-07-25,False
ORD-10783,2023-04-23,CUST1754,Dana Hopkins,dana.hopkins30@hotmail.com,South,Canada,Toys,Action Figure,6.0,25.41,0.25,9.54,Credit Card,Shipped,2021-11-28,False
ORD-13064,2024-03-15,CUST1512,Allison Spencer,allison.spencer70@yahoo.com,West,Canada,Toys,RC Car,1.0,37.8,0.0,16.0,Debit Card,Shipped,2021-11-05,False
ORD-12173,2023-11-10,CUST1775,Christopher Moore,christopher.moore80@outlook.com,North,Canada,Beauty,Hair Dryer,3.0,5.18,0.2,4.46,Debit Card,Delivered,2021-11-16,False
ORD-11017,2024-01-02,CUST1078,Steve Sanchez,steve.sanchez19@gmail.com,West,Canada,Home & Kitchen,Coffee Maker,5.0,63.03,0.0,13.22,Paypal,Delivered,2021-04-05,False
ORD-10927,2023-02-11,CUST1488,Bobby Guerrero,bobby.guerrero25@hotmail.com,North,United States,Electronics,USB-C Cable,3.0,244.24,0.15,5.57,Credit Card,Delivered,2022-08-29,False
ORD-10854,2024-10-01,CUST1472,Lori Ingram,lori.ingram64@outlook.com,East,Canada,Home & Kitchen,LED Desk Lamp,6.0,64.71,0.25,2.82,Credit Card,Returned,2022-10-24,False
ORD-10231,2024-01-30,CUST1246,Krista Gibson,krista.gibson83@outlook.com,Central,Canada,Beauty,Hair Dryer,4.0,44.12,0.0,22.49,Paypal,Delivered,2021-09-19,False
ORD-11217,2024-01-29,CUST1637,Randy Cannon,randy.cannon86@hotmail.com,Central,Canada,Home & Kitchen,Non-Stick Pan Set,4.0,122.16,0.0,3.5,Debit Card,Returned,2021-11-02,False
ORD-12841,2023-06-05,CUST1160,Paul Castaneda,paul@gmail.com,Central,United States,Toys,Building Blocks Set,3.0,25.61,0.05,24.29,Gift Card,Shipped,2022-11-04,False
ORD-12789,2023-12-24,CUST1752,Michael Fuentes,michael.fuentes72@hotmail.com,Central,Canada,Apparel,Denim Jacket,3.0,49.17,0.2,12.01,Gift Card,Delivered,2022-02-01,False
ORD-10137,2023-12-13,CUST1053,Mark Perez,mark.perez14@yahoo.com,Central,United States,Apparel,Cotton T-Shirt,6.0,49.09,0.2,16.33,Paypal,Delivered,2022-12-07,False
ORD-11957,2023-07-03,CUST1083,Paul Jones,paul.jones72@outlook.com,Central,United States,Home & Kitchen,Throw Blanket,2.0,148.71,0.0,4.69,Debit Card,Delivered,2023-06-26,False
ORD-10116,2023-07-31,CUST1070,Jordan Henderson,jordan.henderson69@yahoo.com,North,Mexico,Apparel,Baseball Cap,5.0,67.34,0.25,11.51,Credit Card,Returned,2023-01-16,False
ORD-10609,2024-09-10,CUST1039,Brittany Farmer,brittany.farmer52@gmail.com,North,United States,Electronics,Smartwatch,1.0,153.74,0.0,4.61,Gift Card,Shipped,2021-12-04,False
ORD-11779,2024-11-10,CUST1227,Michael Warner,michael.warner12@hotmail.com,West,Canada,Apparel,Running Shoes,6.0,24.68,0.0,9.37,Debit Card,Delivered,2021-08-05,False
ORD-12163,2024-02-27,CUST1402,Mary Thompson,mary.thompson11@gmail.com,West,United States,Electronics,Bluetooth Speaker,4.0,128.06,0.25,11.97,Gift Card,Pending,2021-07-11,False
ORD-11644,2024-08-11,CUST1462,Riley Bryant,riley.bryant76@outlook.com,West,United States,Sports & Outdoors,Resistance Bands,2.0,63.88,0.0,11.97,Paypal,Returned,2024-06-03,False
ORD-10358,2023-10-04,CUST1003,Daniel Wagner,daniel.wagner92@hotmail.com,Central,United States,Beauty,Hair Dryer,2.0,48.4,0.0,12.13,Credit Card,Cancelled,2022-03-28,False
ORD-11082,2023-06-08,CUST1558,Larry Robertson,larry.robertson94@hotmail.com,West,United States,Beauty,Lipstick,1.0,38.3361,0.15,22.44,Paypal,Pending,2021-12-07,False
ORD-10950,2024-09-15,CUST1801,Krista Wilson,krista.wilson11@gmail.com,South,Canada,Sports & Outdoors,Hiking Backpack,5.0,93.55,0.2,1.15,Gift Card,Pending,2022-06-22,False
ORD-10505,2023-09-28,CUST1615,Matthew Schwartz,matthew.schwartz10@hotmail.com,North,Mexico,Beauty,Shampoo Set,1.0,56.21,0.0,9.63,Paypal,Shipped,2022-02-03,False
ORD-12277,2024-03-09,CUST1270,Jasmin Alvarado,jasmin.alvarado85@gmail.com,East,United States,Beauty,Sunscreen SPF50,6.0,16.22,0.05,2.16,Gift Card,Pending,2024-04-06,True
ORD-12865,2024-11-13,CUST1605,Todd Rosales Md,todd.md92@outlook.com,Central,United States,Electronics,Bluetooth Speaker,6.0,220.72,0.15,22.91,Paypal,Pending,2022-01-21,False
ORD-10748,2024-01-07,CUST1601,Jennifer Simpson Dvm,jennifer.dvm45@hotmail.com,West,United States,Toys,Action Figure,3.0,47.44,0.05,12.71,Credit Card,Cancelled,2022-06-01,False
ORD-10418,2023-04-28,CUST1703,Michael Abbott,michael.abbott57@hotmail.com,North,United States,Electronics,Bluetooth Speaker,5.0,47.16,0.05,10.07,Debit Card,Delivered,2023-03-21,False
ORD-13083,2023-09-17,CUST1690,Ryan Landry,ryan.landry58@yahoo.com,Central,United States,Apparel,Wool Sweater,4.0,60.35,0.05,19.57,Debit Card,Delivered,2024-08-08,True
ORD-11052,2024-07-31,CUST1487,Samantha Gardner,samantha.gardner37@gmail.com,South,Canada,Beauty,Shampoo Set,2.0,39.25,0.0,4.82,Paypal,Returned,2024-10-09,True
ORD-10859,2023-05-22,CUST1459,Ruben Dunn,ruben.dunn70@outlook.com,West,Canada,Sports & Outdoors,Resistance Bands,3.0,98.09,0.0,0.46,Paypal,Delivered,2024-01-16,True
ORD-11903,2023-02-26,CUST1763,Jessica Smith,jessica.smith76@yahoo.com,North,Canada,Apparel,Cotton T-Shirt,4.0,75.85,0.0,11.09,Credit Card,Returned,2023-11-27,True
ORD-10939,2024-09-25,CUST1620,Casey Hernandez,casey.hernandez56@hotmail.com,West,United States,Electronics,Bluetooth Speaker,6.0,30.37,0.15,5.8,Paypal,Shipped,2023-04-07,False
ORD-10976,2024-04-10,CUST1273,Shelly Alexander,shelly.alexander59@gmail.com,North,United States,Sports & Outdoors,Hiking Backpack,3.0,82.46,0.05,21.94,Debit Card,Cancelled,2022-08-24,False
ORD-10930,2023-07-29,CUST1212,Melissa Martinez,melissa.martinez72@gmail.com,East,Canada,Apparel,Cotton T-Shirt,1.0,52.99,0.25,0.32,Gift Card,Pending,2024-06-01,True
ORD-13043,2023-05-18,CUST1736,Charles Turner,charles.turner19@gmail.com,South,Canada,Electronics,Wireless Earbuds,5.0,62.01,0.15,20.64,Paypal,Shipped,2021-07-12,False
ORD-11078,2024-10-04,CUST1160,Paul Castaneda,paul@gmail.com,Central,United States,Toys,Building Blocks Set,1.0,8.88,0.0,8.55,Gift Card,Pending,2022-11-04,False
ORD-10539,2023-09-19,CUST1302,Megan Le,megan.le85@outlook.com,North,Canada,Electronics,Wireless Earbuds,6.0,163.39,0.15,12.19,Paypal,Delivered,2024-02-29,True
ORD-12801,2023-08-28,CUST1785,Laurie Bailey,laurie.bailey17@yahoo.com,East,United States,Sports & Outdoors,Camping Tent,5.0,92.84,0.0,11.24,Credit Card,Delivered,2021-07-24,False
ORD-11551,2024-02-21,CUST1191,Karen Graham,,South,Canada,Beauty,Shampoo Set,1.0,59.6,0.2,24.56,Gift Card,Pending,2022-11-15,False
ORD-10946,2024-05-22,CUST1365,Kenneth Lewis,kenneth.lewis9@hotmail.com,West,United States,Apparel,Cotton T-Shirt,1.0,75.28,0.2,14.27,Gift Card,Delivered,2021-06-03,False
ORD-11877,2023-11-12,CUST1770,Jesse Clark,jesse.clark29@yahoo.com,East,Canada,Beauty,Hair Dryer,3.0,57.11,0.05,19.78,Debit Card,Delivered,2022-10-09,False
ORD-13021,2023-06-23,CUST1627,Laura Hernandez,laura.hernandez94@yahoo.com,North,Canada,Beauty,Shampoo Set,2.0,56.53,0.0,15.93,Credit Card,Delivered,2022-03-09,False
ORD-12753,2024-12-14,CUST1734,Steven Stein,steven.stein62@yahoo.com,West,Canada,Toys,Building Blocks Set,3.0,23.51,0.25,5.87,Debit Card,Delivered,2024-04-24,False
ORD-10295,2023-09-09,CUST1025,Judy Baker,judy.baker73@gmail.com,West,Canada,Beauty,Face Moisturizer,1.0,44.63,0.0,9.53,Credit Card,Shipped,2021-06-25,False
ORD-13136,2023-02-18,CUST1227,Michael Warner,michael.warner12@hotmail.com,West,Canada,Toys,Puzzle 1000PC,2.0,33.75,0.25,1.43,Credit Card,Returned,2021-08-05,False
ORD-10405,2021-02-05,CUST1501,Brian Fitzgerald,brian.fitzgerald35@gmail.com,West,United States,Home & Kitchen,Air Fryer,1.0,34.8,0.0,4.98,Paypal,Returned,2021-02-03,False
ORD-10923,2024-07-01,CUST1246,Krista Gibson,krista.gibson83@outlook.com,Central,Canada,Apparel,Denim Jacket,4.0,90.0,0.25,15.81,Paypal,Cancelled,2021-09-19,False
ORD-12892,2024-09-30,CUST1451,Courtney Hayes,courtney.hayes66@hotmail.com,South,Canada,Apparel,Cotton T-Shirt,2.0,64.05,0.0,22.6,Gift Card,Delivered,2023-05-07,False
ORD-12724,2023-07-26,CUST1064,Jessica Callahan,jessica.callahan30@yahoo.com,South,United States,Toys,Board Game,3.0,13.8,0.05,5.22,Credit Card,Delivered,2021-02-18,False
ORD-12439,2024-03-07,CUST1097,Deborah Figueroa,deborah.figueroa96@gmail.com,North,Mexico,Toys,Building Blocks Set,3.0,52.07,0.1,17.46,Gift Card,Returned,2022-12-18,False
ORD-12852,2024-07-26,CUST1713,Laurie Goodwin,laurie.goodwin89@yahoo.com,East,United States,Apparel,Running Shoes,4.0,87.12,0.0,18.15,Debit Card,Shipped,2024-03-04,False
ORD-11582,2023-01-12,CUST1496,Austin Osborne,austin.osborne51@gmail.com,West,Mexico,Home & Kitchen,Air Fryer,2.0,167.39,0.15,1.26,Gift Card,Shipped,2022-09-28,False
ORD-11548,2024-04-27,CUST1300,Tanner Mitchell Dds,tanner.dds36@yahoo.com,Central,Canada,Toys,Puzzle 1000PC,2.0,21.86,0.15,15.68,Credit Card,Shipped,2024-04-07,False
ORD-10711,2024-05-21,CUST1159,Jamie Smith,jamie.smith34@outlook.com,West,Mexico,Home & Kitchen,LED Desk Lamp,6.0,69.96,0.0,17.23,Debit Card,Shipped,2024-06-30,True
ORD-10672,2023-09-10,CUST1791,Cody Reid,cody.reid33@outlook.com,North,United States,Electronics,Bluetooth Speaker,6.0,73.27,0.15,12.19,Paypal,Delivered,2021-02-10,False
ORD-10510,2023-06-11,CUST1028,Zachary Hicks,zachary.hicks86@outlook.com,West,Canada,Sports & Outdoors,Yoga Mat,6.0,108.16,0.1,18.07,Debit Card,Pending,2023-06-17,True
ORD-12010,2023-07-02,CUST1514,Angelica Parker,angelica.parker14@yahoo.com,West,United States,Sports & Outdoors,Camping Tent,2.0,86.74,0.2,24.38,Paypal,Pending,2023-12-22,True
ORD-11580,2023-02-11,CUST1346,Sharon Boyd,sharon.boyd24@outlook.com,East,Canada,Electronics,Bluetooth Speaker,3.0,50.45399999999999,0.05,20.81,Credit Card,Shipped,2021-03-18,False
ORD-13049,2023-04-29,CUST1743,Valerie Taylor,valerie.taylor79@gmail.com,North,Canada,Sports & Outdoors,Resistance Bands,5.0,65.44,0.0,4.04,Gift Card,Shipped,2023-12-25,True
ORD-11622,2024-07-22,CUST1448,Ryan Rosales,ryan.rosales51@gmail.com,West,Canada,Sports & Outdoors,Yoga Mat,6.0,128.36,0.0,20.95,Gift Card,Cancelled,2022-12-14,False
ORD-11484,2024-01-12,CUST1799,Donald Medina,donald.medina31@outlook.com,South,United States,Electronics,Laptop Stand,1.0,247.15,0.15,13.02,Credit Card,Delivered,2021-06-13,False
ORD-12783,2024-06-07,CUST1641,Martha Bailey,martha.bailey85@yahoo.com,West,Canada,Beauty,Hair Dryer,3.0,48.46,0.25,7.77,Debit Card,Shipped,2022-05-11,False
ORD-12399,2023-11-15,CUST1825,Monica Ellis,monica.ellis94@gmail.com,North,United States,Toys,Action Figure,1.0,10.79,0.05,8.24,Debit Card,Pending,2024-01-31,True
ORD-12014,2023-09-24,CUST1640,Michael Stanley,michael.stanley41@hotmail.com,North,Canada,Beauty,Face Moisturizer,5.0,54.16,0.0,15.94,Paypal,Returned,2021-08-26,False
ORD-10553,2023-01-03,CUST1092,Denise Jacobs,denise.jacobs63@yahoo.com,West,Canada,Sports & Outdoors,Camping Tent,6.0,113.9,0.05,13.54,Paypal,Shipped,2022-07-13,False
ORD-11611,2024-12-22,CUST1311,Victor Taylor,victor.taylor7@outlook.com,West,United States,Sports & Outdoors,Yoga Mat,5.0,84.31,0.0,23.5,Debit Card,Shipped,2023-02-26,False
ORD-10183,2023-12-21,CUST1425,Gregory Ponce,gregory.ponce41@yahoo.com,East,Mexico,Beauty,Sunscreen SPF50,1.0,55.08,0.0,12.69,Credit Card,Pending,2023-03-27,False
ORD-11610,2023-12-10,CUST1281,Tammie Bright,tammie.bright94@outlook.com,East,Mexico,Sports & Outdoors,Camping Tent,6.0,103.0,0.25,11.87,Gift Card,Shipped,2024-06-13,True
ORD-11996,2023-04-13,CUST1599,Susan Thompson,susan.thompson99@gmail.com,South,Canada,Home & Kitchen,LED Desk Lamp,6.0,165.67,0.15,20.04,Gift Card,Delivered,2023-08-29,True
ORD-11673,2024-03-04,CUST1707,Richard Knight Phd,mr..phd95@outlook.com,Central,United States,Beauty,Sunscreen SPF50,5.0,25.92,0.1,23.83,Gift Card,Shipped,2022-03-10,False
ORD-11717,2023-12-23,CUST1201,Ricky Davis Ii,ricky.ii71@outlook.com,Central,United States,Electronics,Bluetooth Speaker,3.0,49.13,0.2,6.43,Paypal,Returned,2023-02-20,False
ORD-13035,2024-07-23,CUST1132,Mary Marshall,mary.marshall34@yahoo.com,Central,United States,Home & Kitchen,Coffee Maker,3.0,106.79,0.0,13.25,Paypal,Cancelled,2023-05-21,False
ORD-10871,2024-04-22,CUST1667,Tammy Boone,tammy.boone17@gmail.com,Central,Canada,Home & Kitchen,Air Fryer,3.0,79.0,0.2,15.1,Debit Card,Returned,2023-03-05,False
ORD-11489,2024-10-01,CUST1409,Jesse Brown,jesse.brown65@outlook.com,West,United States,Toys,Action Figure,3.0,44.57,0.1,22.79,Paypal,Shipped,2021-04-20,False
ORD-11985,2023-02-06,CUST1483,Steve Paul,steve.paul2@yahoo.com,South,Mexico,Toys,RC Car,1.0,60.95,0.0,12.225000000000001,Gift Card,Returned,2023-06-21,True
ORD-12158,2024-04-29,CUST1041,Fred Smith,fred.smith20@yahoo.com,North,Canada,Toys,Puzzle 1000PC,2.0,36.03,0.0,9.66,Debit Card,Cancelled,2022-08-31,False
ORD-13119,2023-09-18,CUST1082,Michael Evans,michael.evans7@yahoo.com,South,United States,Beauty,Hair Dryer,1.0,5.23,0.2,12.0,Debit Card,Shipped,2021-09-06,False
ORD-11699,2023-07-17,CUST1749,Leslie Gardner,,East,United States,Home & Kitchen,Throw Blanket,1.0,169.36,0.0,10.46,Credit Card,Pending,2024-09-02,True
ORD-12840,2023-07-22,CUST1544,Alexander Landry Md,mr..md25@hotmail.com,South,United States,Beauty,Sunscreen SPF50,6.0,16.52,0.2,3.12,Debit Card,Returned,2024-01-16,True
ORD-10766,2023-05-31,CUST1800,Jim Newton,jim.newton9@hotmail.com,North,United States,Home & Kitchen,Non-Stick Pan Set,6.0,17.77,0.25,12.41,Paypal,Returned,2024-01-29,True
ORD-10527,2024-10-17,CUST1734,Steven Stein,steven.stein62@yahoo.com,West,Canada,Sports & Outdoors,Hiking Backpack,2.0,87.8,0.0,8.66,Paypal,Pending,2024-04-24,False
ORD-11304,2024-05-12,CUST1142,Patricia Rodriguez,,East,United States,Toys,Puzzle 1000PC,5.0,34.16,0.2,24.57,Gift Card,Shipped,2021-06-30,False
ORD-12574,2023-02-04,CUST1700,Joseph Ochoa,joseph.ochoa52@hotmail.com,West,Mexico,Apparel,Cotton T-Shirt,5.0,38.42,0.0,7.13,Debit Card,Pending,2022-10-10,False
ORD-11963,2023-12-11,CUST1738,David Wright,mr..wright61@hotmail.com,West,Canada,Apparel,Cotton T-Shirt,1.0,60.15,0.05,12.23,Debit Card,Shipped,2021-12-16,False
ORD-13027,2023-01-24,CUST1166,Alyssa Long,alyssa.long79@hotmail.com,South,United States,Toys,Board Game,3.0,40.47,0.0,12.35,Gift Card,Shipped,2024-06-23,True
ORD-12926,2024-07-12,CUST1155,Michelle Brown,michelle.brown53@gmail.com,West,Mexico,Beauty,Shampoo Set,3.0,12.8,0.1,2.49,Paypal,Cancelled,2022-10-14,False
ORD-12872,2024-05-02,CUST1098,Jessica Smith,,South,Canada,Electronics,USB-C Cable,3.0,34.26,0.0,23.71,Paypal,Cancelled,2021-03-05,False
ORD-11438,2023-04-09,CUST1656,Eric Thomas,eric.thomas5@gmail.com,Central,Mexico,Beauty,Sunscreen SPF50,4.0,20.44,0.15,19.19,Gift Card,Shipped,2021-07-06,False
ORD-10202,2024-09-25,CUST1847,Joseph Smith,joseph.smith8@outlook.com,North,United States,Sports & Outdoors,Yoga Mat,1.0,24.13,0.15,8.95,Debit Card,Delivered,2023-12-20,False
ORD-10016,2024-12-09,CUST1165,John Anderson,john.anderson32@hotmail.com,South,United States,Sports & Outdoors,Yoga Mat,3.0,63.05,0.0,8.23,Gift Card,Cancelled,2024-03-05,False
ORD-10577,2024-04-20,CUST1493,Mark Cox,mark.cox51@outlook.com,Central,United States,Sports & Outdoors,Resistance Bands,4.0,133.63,0.0,23.5,Gift Card,Delivered,2024-07-11,True
