OrderID,OrderDate,CustomerID,CustomerName,Email,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,SignupDate
ORD-11140,,CUST1223,Theresa Clark,theresa.clark69@yahoo.com,east,Canada,Sports and Outdoors,Camping Tent,,97.29,0,0.11,CREDIT CARD,RETURNED,"October 22, 2023"
ORD-11004,unknown,CUST1075,Sarah Moore,sarah.moore42@hotmail.com,SOUTH,canada,Electronis,Smartwatch,5,181.97,0.2,,gift card,Returned,24-Jun-2023
ORD-11741,05-Jan-2024,CUST1225,Benjamin Smith,benjamin.smith74@hotmail.com,west,USA,TOYS,Action Figure,2,62.8,0,23.09,debit card,Returned,20-Mar-2024
10706,"January 05, 2023",CUST1307,Carlos Ryan,,West,US,Beuty,Shampoo Set,4,17.31,5%,19.0,paypal,Returned,20-Jun-2023
10184,01/06/23,CUST1831,Richard Stevens,richard.stevens14@yahoo.com,East,canada,Electronics,Smartwatch,4,-37.26,0,14.6,GiftCard,PENDING,09/27/2023
ORD-10653,02-05-2023,CUST1776,Tina Hall,tina.hall85@hotmail.com,Centrl,Canada,toys,Action Figure,2,67.63,0,8.29,Pay Pal,cancelled,2024-06-11
ORD-11123,2023-11-05,CUST1424,Felicia Aguilar,felicia.aguilar84@yahoo.com,central,Mexico,sports & outdoors,Resistance Bands,2,53.9,0,4.68,Pay Pal,delivered,08-09-2022
12095,unknown,CUST1521,Christopher Morris,christopher.morris22@hotmail.com,WEST,Canada,beauty,Hair Dryer,5,22.37,0,16.14,Debit,Returned,13-08-2023
ORD-12116,30-May-2024,CUST1077,Megan Young,megan.young80@outlook.com,East,United States,beauty,Sunscreen SPF50,1,18.55,0.2,24.3,Credit Card,returned,07/11/2021
ORD-11824,04-01-2024,CUST1796,Tracey Wagner,tracey.wagner52@gmail.com,East,United States,electronics,Wireless Earbuds,2,171.27,0.15,5.92,Credit Card,shipped,06/12/2021
ORD-12822,07/26/23,CUST1740,Eric Rush,eric.rush88@outlook.com,Centrl,Canada,Beauty,Lipstick,3,21.42,20%,20.58,GiftCard,Cancelled,"July 18, 2023"
10524,01/20/23,CUST1779,Kevin Price,,Centrl,Canada,Toys,Building Blocks Set,3,22.32,0,23.45,gift card,RETURNED,17-May-2023
ORD-10776,06/27/2023,CUST1389,Scott Williams,scott.williams6@yahoo.com,EAST,canada,Home&Kitchen,Non-stick Pan Set,-1,129.28,0.25,10.89,paypal,Delivered,2021-10-26
ORD-10591,"March 28, 2023",CUST1237,David Davis,david.davis50@hotmail.com,north,US,beauty,Shampoo Set,4,17.22,0.1,16.48,PAYPAL,returned,"April 03, 2024"
ORD-12144,01/16/24,CUST1218,  JUSTIN TORRES  ,justin.torres78@hotmail.com,south,canada,sports & outdoors,Yoga Mat,1,20.69,0.15,9.53,gift card,returned,29-04-2023
ORD-10408,28-03-2024,CUST1425,  GREGORY PONCE  ,gregory.ponce41@yahoo.com,Est,Mexico,TOYS,Action Figure,3,44.48,0.15,3.22,Credit Card,pending,27-03-2023
ORD-12501,"October 13, 2024",CUST1330,Vanessa Howard,vanessa.howard53@yahoo.com,central,US,Home and Kitchen,Air Fryer,4,89.95,0.1,22.38,gift card,Returned,"April 21, 2023"
ORD-11013,18-Jan-2024,CUST1806,Zachary Cole,zachary.cole82@outlook.com,central,United States,BEAUTY,Shampoo Set,5,48.5,0,6.81,Pay Pal,Delivered,13-Dec-2022
12390,07-Apr-2024,CUST1526,Todd Moore,todd.moore72@yahoo.com, North,United States,Sports,Water Bottle,6,17.11,0.25,19.66,Pay Pal,Canceled,13-Jul-2021
ORD-11692,02/27/24,CUST1600,Casey Gillespie,casey.gillespie29@outlook.com,Est,US,Electronis,Webcam,2,125.27,0.15,17.68,GiftCard,SHIPPED,30-05-2024
10881,"February 12, 2024",CUST1034,Debra Davidson,debra.davidson60@gmail.com,North,Canada,Toy,Board Game,2,16.95,0.15,17.12,debit card,Returned,08/31/24
ORD-10174,02/03/23,CUST1102,Rebecca Valencia,,west,US,Sports,Yoga Mat,6,145.47,0,19.55,Pay Pal,returned,"October 01, 2022"
11787,23-04-2024,CUST1083,paul jones,paul.jones72@outlook.com,CENTRAL,US,Toy,Action Figure,6,,0,13.48,PAYPAL,Delivered,"June 26, 2023"
ORD-12864,2023-11-15,CUST1816,Tamara Riddle,, North,United States,sports & outdoors,Water Bottle,1,14.11,0.15,3.24,gift card,Canceled,"April 12, 2021"
ORD-12286,"July 14, 2024",CUST1633,Robert Reese,robert.reese14@gmail.com,north,US,Home & Kitchen,LED Desk Lamp,4,55.33,0,24.76,gift card,Cancelled,2022-08-02
10077,07/30/24,CUST1172,Joshua Cooke,joshua.cooke90@outlook.com,West,USA,beauty,Sunscreen SPF50,1,23.08,,20.92,Debit Card,Deliverd,02/14/21
ORD-10769,04-03-2024,CUST1526,Todd Moore,todd.moore72@yahoo.com,north,United States,BEAUTY,Shampoo Set,5,39.24,0.05,24.28,gift card,RETURNED,13-Jul-2021
ORD-12471,03/26/23,CUST1048,Joshua Blair,joshua.blair83@outlook.com, North,Canada,Electronics,Smartwatch,6,48.99,0.2,24.64,paypal,DELIVERED,26-07-2023
10810,2024-03-30,CUST1479,Kaylee Hays,kaylee.hays10@yahoo.com,Centrl,Mexico,Appare,Cotton T-Shirt,2,57.77,0,23.54,Debit Card,cancelled,04/30/2024
ORD-12478,"June 29, 2023",CUST1174,Nicole Herring,nicole.herring30@outlook.com,Sth,canada,sports & outdoors,Water Bottle,2,137.7,,8.63,Debit Card,SHIPPED,03/25/22
ORD-12878,03/04/2024,CUST1098,Jessica Smith,,Sth,Canada,Beauty,Lipstick,2,35.16,0,22.71,GiftCard,Deliverd,03/05/2021
ORD-10585,08/26/23,CUST1719,Jeffrey Roberson,,WEST,canada,sports & outdoors,Camping Tent,5,45.26,10%,,Debit,shipped,"April 06, 2024"
ORD-12565,09/12/2024,CUST1098,Jessica Smith,,South,Canada,electronics,Bluetooth Speaker,3,214.29,0.05,13.25,Debit Card,SHIPPED,03/05/2021
12810,24-May-2023,CUST1306,Edward Burgess,edward.burgess88@hotmail.com,Nort,Mexico,Electronics,USB-C Cable,6,61.51,0.25,0.2,Pay Pal,shipped,02-Sep-2022
ORD-10811,02/15/24,CUST1258,Denise Davenport,denise.davenport4@hotmail.com,Centrl,USA,BEAUTY,Shampoo Set,3,15.49,,12.65,debit card,Delivered,20-Apr-2021
ORD-11726,"March 29, 2023",CUST1570,Ashley Smith,ashley.smith85@outlook.com,Centrl,US,toys,Board Game,6,38.8,0,1.97,Credit_Card,Pending,07/06/21
ORD-11705,03/26/23,CUST1082,Michael Evans,michael.evans7@yahoo.com,South,US,TOYS,Board Game,2,23.29,0,1.71,Debit,delivered,06-Sep-2021
ORD-10790,17-08-2023,CUST1512,Allison Spencer,allison.spencer70@yahoo.com, West ,Canada,Home & Kitchen,Throw Blanket,5,76.73,0,20.85,PAYPAL,shipped,2021-11-05
ORD-12427,01-Aug-2023,CUST1505,Jodi Roach,,North,US,Clothing,Wool Sweater,3,80.58,0,23.84,Debit,Pending,01/26/2021
ORD-10471,"December 07, 2023",CUST1515,Dr. Kelly Hammond DVM,dr..dvm19@outlook.com,SOUTH,canada,Beuty,Sunscreen SPF50,2,43.99,0.25,1.68,GiftCard,CANCELLED,2021-07-10
ORD-10134,11/26/2024,CUST1433,Chad Jones,chad.jones69@gmail.com,east,United States,Electronis,Wireless Earbuds,5,143.81,0.05,7.72,CREDIT CARD,shipped,08/12/2021
ORD-10499,01-Sep-2024,CUST1402,  MARY THOMPSON  ,mary.thompson11@gmail.com, West ,US,ELECTRONICS,USB-C Cable,2,243.3,0,2.12,Debit,shipped,11-Jul-2021
ORD-12380,2024-03-17,CUST1072,Brittney Phillips,brittney.phillips53@outlook.com,EAST,canada,Electronic,Laptop Stand,1,31.68,0,18.28,Credit_Card,Cancelled,04/05/23
ORD-13087,02/12/2024,CUST1728,Aaron Parker,aaron.parker82@outlook.com,Centrl,canada,toys,RC Car,6,50.03,10%,6.43,CREDIT CARD,pending,"June 24, 2022"
ORD-11540,21-09-2024,CUST1533,Dr. Michael Evans,dr..evans36@outlook.com,North,canada,Electronis,Webcam,3,130.59,0,7.5,gift card,SHIPPED,07/03/2023
ORD-12580,12-Mar-2024,CUST1419,Jake Campbell,jake.campbell18@outlook.com,WEST,United States,Toys,Puzzle 1000pc,1,63.52,0.2,,PAYPAL,Shipped,09-09-2022
ORD-11663,,CUST1598,Kimberly Sharp,kimberly.sharp27@outlook.com,CENTRAL,Canada,Electronics,Webcam,4,75.69,0.1,7.58,debit card,RETURNED,27-Aug-2024
ORD-13109,20-07-2023,CUST1622,Kaitlin Medina,kaitlin.medina97@yahoo.com,NORTH,Mexico,toys,Action Figure,5,17.33,0,16.21,Credit Card,Cancelled,02/06/21
ORD-12484,2023-12-13,CUST1720,Randy Friedman,randy.friedman5@outlook.com,West,Mexico,Toy,Action Figure,2,8.95,0.1,,gift card,Canceled,"January 19, 2024"
ORD-11989,2023-11-01,CUST1263,Diane Evans,diane.evans55@gmail.com,Est,Canada,Home and Kitchen,LED Desk Lamp,2,131.82,0.05,13.89,Gift Card,Pending,08/14/2022
11103,01/19/24,CUST1636,Timothy Johnson,timothy.johnson43@yahoo.com,north,Canada,Electronics,USB-C Cable,4,92.7,0,5.87,PAYPAL,Shipped,2021-01-06
11203,30-Oct-2023,CUST1198,  ADAM VAUGHAN  ,adam.vaughan85@outlook.com,north,Canada,Appare,Wool Sweater,2,69.5,0.2,4.26,CC,DELIVERED,07/28/23
ORD-12338,14-May-2024,CUST1360,Parker Cain,parker.cain26@yahoo.com,Centrl,US,Sports and Outdoors,Camping Tent,5,7158.58,0.05,21.83,debit card,returned,03-12-2021
ORD-10958,2024-05-05,CUST1070,Jordan Henderson,jordan.henderson69@yahoo.com,NORTH,Mexico,apparel,Denim Jacket,-1,72.84,0.15,7.54,gift card,SHIPPED,16-Jan-2023
12652,15-05-2024,CUST1438,Rhonda Martin,rhonda.martin11@gmail.com,EAST,USA,Home and Kitchen,Coffee Maker,4,16.41,0.25,5.47,CREDIT CARD,Canceled,18-10-2021
ORD-11535,26-12-2024,CUST1456,Dustin Gallegos,dustin.gallegos57@hotmail.com,central,Canada,Sports and Outdoors,Hiking Backpack,5,58.29,0,4.89,Debit,SHIPPED,2021-12-09
12168,2023-02-03,CUST1357,Jeffery Ortega,jeffery.ortega48@hotmail.com,central,Mexico,ELECTRONICS,Webcam,N/A,123.69,5%,8.53,credit card,returned,30-Jan-2024
ORD-10541,"January 04, 2023",CUST1621,Lisa Perry,,EAST,Canada,Beuty,Lipstick,6,18.04,0,11.34,Debit Card,PENDING,12/30/2023
ORD-11150,11/11/2024,CUST1666,David Harris,david.harris75@hotmail.com,central,United States,Apparel,Baseball Cap,2,13.35,0.2,1.23,PAYPAL,RETURNED,11/08/2023
12231,"May 02, 2023",CUST1639,Janet Kane DVM,janet.dvm7@gmail.com,Est,USA,apparel,Denim Jacket,-1,52.55,0.15,21.7,PayPal,shipped,2021-12-24
ORD-12668,27-02-2024,CUST1384,aimee turner,aimee.turner28@hotmail.com,Est,Canada,electronics,Smartwatch,4,112.91,0.15,0.1,GiftCard,RETURNED,04-03-2022
11488,05-12-2023,CUST1421,Maria Jones,maria.jones10@outlook.com, West ,canada,beauty,Shampoo Set,3,5409.48,0.25,4.98,Credit Card,Cancelled,05/31/2022
ORD-11324,07/17/23,CUST1404,joann glass,joann.glass43@gmail.com,Sth,United States,Home & Kitchen,Air Fryer,1,68.53,0,19.02,Debit Card,RETURNED,2023-12-18
ORD-11666,12/25/2023,CUST1450,Brittany Kim,brittany.kim16@yahoo.com,South,USA,Beuty,Face Moisturizer,2,24.01,5%,8.08,Debit Card,Delivered,2022-09-18
ORD-11511,28-09-2023,CUST1407,Jeremy Turner,jeremy.turner97@hotmail.com,SOUTH,canada,Sports & Outdoors,Water Bottle,3,68.54,,14.7,Gift Card,Cancelled,07-06-2021
12025,"October 05, 2023",CUST1732,Kyle Nguyen,kyle.nguyen36@yahoo.com,Sth,USA,electronics,Laptop Stand,1,165.87,0,18.5,Gift Card,shipped,11/04/2021
10899,"January 04, 2024",CUST1571,Christian Vaughn,christian.vaughn49@outlook.com,NORTH,USA,Sports,Camping Tent,5,58.06,0.2,5.71,Debit,Cancelled,18-Jan-2022
ORD-12582,14-03-2024,CUST1692,Crystal Mann,crystal.mann37@gmail.com,Centrl,canada,apparel,Denim Jacket,4,13.08,0.15,23.9,debit card,Shipped,25-11-2023
ORD-10380,11-Feb-2023,CUST1796,Tracey Wagner,tracey.wagner52@gmail.com,Est,United States,Appare,Running Shoes,6,79.3,0,18.23,Credit_Card,pending,06/12/2021
12274,09/04/2024,CUST1405,Madison Weber,madison.weber89@hotmail.com,Nort,Mexico,Toys,Building Blocks Set,6,46.22,0.2,17.03,CREDIT CARD,pending,2022-07-10
ORD-12589,2024-05-07,CUST1364,Tracy Burke,tracy.burke10@gmail.com, North,canada,BEAUTY,Hair Dryer,3,25.74,0.05,4.92,credit card,cancelled,18-05-2023
10155,2024-10-02,CUST1626,Amy Kelley,amy.kelley63@outlook.com,WEST,Canada,Appare,Cotton T-Shirt,6,88.3,0.25,20.42,debit card,Returned,01/21/2022
ORD-10631,06-08-2023,CUST1179,Robert Oconnell,robert.oconnell15@hotmail.com,south,Mexico,Beauty,Sunscreen SPF50,4,42.95,,1.74,Debit Card,Delivered,06/04/2021
ORD-10648,06/04/2023,CUST1017,Derek Zuniga,derek.zuniga18@hotmail.com,north,United States,ELECTRONICS,Wireless Earbuds,5,165.37,0,19.06,Debit Card,Pending,2021-07-06
ORD-11418,"November 09, 2024",CUST1623,Colleen Wright,colleen.wright29@outlook.com,Nort,US,sports & outdoors,Camping Tent,6,22.08,0.15,11.7,paypal,delivered,10/02/2022
10518,09/30/2023,CUST1551,Angel Gordon,angel.gordon72@outlook.com,Centrl,United States,Beuty,Sunscreen SPF50,2,37.64,0,4.45,credit card,pending,04/03/22
10333,"September 03, 2023",CUST1233,Laura Roberts,laura.roberts73@outlook.com,south,US,Home&Kitchen,Non-stick Pan Set,3,123.75,0.25,5.11,GiftCard,Shipped,08-07-2024
ORD-11427,2024-03-25,CUST1607,David Lopez,,Est,US,BEAUTY,Sunscreen SPF50,5,31.4,5%,18.43,gift card,pending,16-10-2023
ORD-10366,16-May-2024,CUST1681,Justin Walker,justin.walker78@yahoo.com,WEST,United States,Electronis,USB-C Cable,3,56.48,0,0.34,CC,pending,01-02-2022
ORD-11244,"March 14, 2024",CUST1700,Joseph Ochoa,joseph.ochoa52@hotmail.com, West ,Mexico,Toy,Building Blocks Set,3,51.12,20%,6.69,debit card,shipped,2022-10-10
ORD-10678,12/23/23,CUST1717,Brenda Hinton,brenda.hinton11@outlook.com,SOUTH,USA,BEAUTY,Shampoo Set,3,13.58,0,0.2,Credit Card,DELIVERED,"October 14, 2021"
ORD-10014,13-Jun-2023,CUST1810,Carol Taylor,carol.taylor38@yahoo.com,east,United States,Home and Kitchen,Coffee Maker,6,132.49,0.1,,PayPal,pending,"January 15, 2021"
ORD-12620,2023-11-03,CUST1522,Hannah Everett,hannah.everett99@yahoo.com,West,USA,Sports and Outdoors,Camping Tent,5,$110.52,0,23.17,Pay Pal,Returned,15-07-2023
10611,"September 15, 2023",CUST1050,Jessica Holmes,jessica.holmes45@gmail.com,east,United States,beauty,Hair Dryer,-3,54.32,0.1,18.11,CREDIT CARD,Cancelled,16-05-2022
ORD-11357,08-Jul-2024,CUST1190,Debra Morton,debra.morton59@gmail.com,Central,Canada,Beauty,Lipstick,1,53.5,5%,13.53,credit card,SHIPPED,09/19/2024
11251,12/29/24,CUST1537,Bianca Wood,bianca.wood46@hotmail.com,east,canada,toys,RC Car,4,,0.25,14.62,credit card,Pending,21-Jan-2024
ORD-12519,18-May-2024,CUST1108,Evelyn Galvan,evelyn.galvan94@outlook.com,north,USA,Appare,Denim Jacket,6,44.43,0,5.43,PayPal,returned,10/23/2022
10260,07-11-2023,CUST1269,patrick thornton,patrick.thornton48@outlook.com,NORTH,USA,TOYS,Board Game,6,11.43,0.15,,Debit Card,returned,03-02-2021
ORD-12506,02-07-2023,CUST1812,Douglas Ryan,douglas.ryan50@hotmail.com,NORTH,US,home & kitchen,Throw Blanket,2,103.13,0,20.4,Credit_Card,SHIPPED,28-03-2022
10966,04/16/24,CUST1795,Adam Taylor,adam.taylor19@yahoo.com,West,Mexico,Home&Kitchen,Coffee Maker,4,77.93,0,2.95,Debit Card,Pending,04-08-2024
ORD-10412,01/24/2024,CUST1575,Kelly Edwards,kelly.edwards69@hotmail.com,WEST,USA,Apparel,Baseball Cap,1,78.39,0,3.02,Gift Card,Deliverd,03/18/2024
10278,"May 14, 2024",CUST1106,  SHARON CHERRY  ,sharon.cherry63@gmail.com, West ,Mexico,ELECTRONICS,Wireless Earbuds,6,155.78,0.2,1.0,gift card,SHIPPED,07-06-2023
11986,11-11-2023,CUST1042,Sherry Decker,sherry.decker8@outlook.com,central,US,sports & outdoors,Hiking Backpack,5,149.9,0.2,6.46,Debit Card,cancelled,2021-04-28
ORD-10801,11/27/23,CUST1602,Tammy Mcdowell,tammy.mcdowell80@hotmail.com,Nort,canada,Toys,Board Game,1,52.0,0,24.95,GiftCard,Delivered,2024-04-12
ORD-12171,12/14/2024,CUST1738,Mr. David Wright,mr..wright61@hotmail.com,WEST,canada,BEAUTY,Sunscreen SPF50,5,23.57,15%,4.15,Debit Card,DELIVERED,12/16/2021
ORD-10954,08/02/24,CUST1233,Laura Roberts,laura.roberts73@outlook.com,South,US,Toys,Building Blocks Set,5,29.32,10%,9.04,gift card,returned,08-07-2024
ORD-10649,2023-05-02,CUST1778,Allen Mendez,allen.mendez98@outlook.com,Centrl,United States,apparel,Wool Sweater,3,81.48,5%,7.9,gift card,returned,03/26/2023
11186,"October 19, 2024",CUST1177,Michael Wang,michael.wang23@yahoo.com,EAST,canada,toys,RC Car,2,22.01,0,11.92,debit card,pending,"September 28, 2021"
12975,2023-08-12,CUST1764,Jorge Stone,jorge.stone93@outlook.com,South,canada,toys,Puzzle 1000pc,5,-8.49,0.2,17.44,PAYPAL,RETURNED,13-12-2022
ORD-11134,2023-04-23,CUST1563,Veronica Silva,veronica.silva91@gmail.com,Sth,canada,Sports,Camping Tent,4,72.13,20%,14.48,CREDIT CARD,PENDING,06/03/23
ORD-11231,2023-07-20,CUST1042,Sherry Decker,sherry.decker8@outlook.com,Central,US,Home and Kitchen,LED Desk Lamp,6,114.46,0,12.06,Debit,returned,2021-04-28
10740,unknown,CUST1406,Lori Hernandez,lori.hernandez70@gmail.com, North,United States,Home&Kitchen,LED Desk Lamp,2,$99.23,0,17.07,debit card,Cancelled,03-01-2022
12690,24-Jan-2024,CUST1526,Todd Moore,todd.moore72@yahoo.com,North,United States,ELECTRONICS,Wireless Earbuds,4,176.51,0,2.16,PAYPAL,Canceled,13-Jul-2021
11152,2023-12-27,CUST1387,James Padilla,james.padilla40@outlook.com,West,US,BEAUTY,Hair Dryer,2,46.11,0.15,0.44,Credit_Card,RETURNED,"January 07, 2023"
ORD-11476,19-06-2023,CUST1261,Desiree Tyler,desiree.tyler61@yahoo.com,Central,Canada,Home&Kitchen,LED Desk Lamp,2,,20%,21.12,Debit,SHIPPED,19-Aug-2023
ORD-10019,04-Oct-2024,CUST1036,Sherri Baker,sherri.baker55@yahoo.com,SOUTH,Canada,Sports,Yoga Mat,3,,0,8.48,GiftCard,Shipped,25-Jul-2022
ORD-11806,17-Oct-2023,CUST1726,Christian Dawson,christian.dawson67@outlook.com, West ,Canada,Electronis,Smartwatch,1,25.46,0,10.73,Debit Card,pending,06-Mar-2023
ORD-12930,2024-08-01,CUST1631,Joyce Brown,joyce.brown61@yahoo.com,Nort,USA,Sports and Outdoors,Camping Tent,5,53.97,0.15,20.38,PAYPAL,Deliverd,02/25/22
ORD-12572,"August 31, 2023",CUST1677,Joseph Howard,joseph.howard95@yahoo.com,west,United States,TOYS,Building Blocks Set,2,66.45,0,23.48,CC,Shipped,"August 18, 2024"
ORD-10196,02/24/23,CUST1124,Helen Jones,helen.jones74@gmail.com,Centrl,USA,apparel,Denim Jacket,1,34.87,0.25,5.11,Gift Card,shipped,11/07/2021
ORD-11405,12-Dec-2024,CUST1551,Angel Gordon,angel.gordon72@outlook.com,central,United States,TOYS,Building Blocks Set,6,48.35,0,0.42,PayPal,PENDING,04/03/22
ORD-11028,05/18/2024,CUST1343,Nichole Alvarez,nichole.alvarez61@hotmail.com,east,USA,apparel,Running Shoes,6,79.29,0.1,20.64,credit card,Shipped,08/25/2024
ORD-12398,21-06-2024,CUST1241,Matthew Moon,matthew.moon47@outlook.com,WEST,USA,Home and Kitchen,Air Fryer,5,122.03,0.25,15.76,paypal,Delivered,03-Aug-2022
ORD-10689,"June 10, 2023",CUST1220,Courtney Mills,courtney.mills40@gmail.com,CENTRAL,Canada,electronics,Bluetooth Speaker,2,30.37,25%,1.45,credit card,SHIPPED,28-Mar-2022
ORD-12922,23-May-2024,CUST1114,Garrett Lin,garrett.lin12@outlook.com,SOUTH,USA,sports & outdoors,Yoga Mat,2,-119.21,0.1,24.04,Debit,pending,30-Mar-2022
ORD-12693,2023-04-26,CUST1513,Robert Arnold,robert.arnold45@gmail.com,WEST,Mexico,Beuty,Lipstick,5,38.37,5%,9.93,Pay Pal,Shipped,2022-11-18
ORD-10337,unknown,CUST1247,Frank Cordova,frank.cordova55@outlook.com,Est,United States,Beuty,Sunscreen SPF50,5,29.34,0,5.13,gift card,shipped,07-02-2021
ORD-11586,21-Jun-2023,CUST1461,Eric Williams,eric.williams45@gmail.com,south,United States,Beuty,Shampoo Set,6,25.77,0,7.63,PAYPAL,returned,2023-06-19
ORD-12391,18-02-2024,CUST1750,Krista Benton,krista.benton20@hotmail.com,Est,USA,BEAUTY,Lipstick,2,27.85,0,20.95,Credit_Card,Shipped,"August 27, 2024"
ORD-12385,26-09-2023,CUST1380,Karla Ramos,karla.ramos72@yahoo.com,east,United States,electronics,Laptop Stand,5,32.92,10%,0.81,CC,Returned,03/07/2023
10768,11/19/2024,CUST1105,Marc Moore,marc.moore48@gmail.com,Est,Canada,toys,Puzzle 1000pc,4,33.64,0,5.09,PayPal,SHIPPED,11/03/23
ORD-10540,09/28/2023,CUST1138,David Alvarez,david.alvarez74@gmail.com,central,Mexico,Beauty,Lipstick,1,36.85,,,gift card,RETURNED,25-Dec-2021
ORD-11256,09-Aug-2023,CUST1637,Randy Cannon,randy.cannon86@hotmail.com,Central,Canada,Sports & Outdoors,Hiking Backpack,-1,50.15,0,11.22,paypal,returned,2021-11-02
ORD-10868,"May 30, 2023",CUST1553,Barbara Hester,barbara.hester51@gmail.com,Est,canada,Beauty,Hair Dryer,5,$26.78,0,14.68,Pay Pal,returned,"January 08, 2022"
ORD-12599,03/31/2023,CUST1467,William Jones,william.jones87@hotmail.com,CENTRAL,Mexico,Toys,Board Game,1,21.74,,9.06,CREDIT CARD,Canceled,09/30/2023
11050,06/28/24,CUST1139,Angel Perry,angel.perry36@yahoo.com,WEST,Canada,TOYS,Action Figure,4,35.43,0.1,5.25,paypal,CANCELLED,13-Apr-2024
ORD-13038,10-May-2024,CUST1262,Timothy Romero,timothy.romero3@outlook.com,central,Mexico,Electronics,Wireless Earbuds,3,73.69,0.1,9.96,Credit_Card,pending,03/18/2022
ORD-11600,05-10-2023,CUST1523,Sarah King,sarah.king12@yahoo.com,Central,Canada,sports & outdoors,Water Bottle,3,113.33,0.15,12.54,Credit_Card,cancelled,09/16/22
10088,28-Feb-2024,CUST1806,Zachary Cole,zachary.cole82@outlook.com,CENTRAL,United States,Electronis,Bluetooth Speaker,4,,0.1,1.45,PAYPAL,PENDING,13-Dec-2022
ORD-10286,02-Dec-2024,CUST1096,Aaron Wise,aaron.wise44@hotmail.com,Est,Canada,Appare,Denim Jacket,2,38.41,0.05,18.8,PayPal,Shipped,24-Jul-2022
ORD-12448,03/29/2023,CUST1282,Jessica Garcia,jessica.garcia8@gmail.com,East,canada,BEAUTY,Shampoo Set,3,8.02,15%,24.27,Gift Card,delivered,29-Jul-2024
ORD-12919,"March 24, 2024",CUST1476,Robin Brown,robin.brown36@gmail.com,EAST,Canada,electronics,Webcam,1,122.26,0,3.62,gift card,PENDING,02-09-2024
ORD-12903,18-12-2024,CUST1571,Christian Vaughn,christian.vaughn49@outlook.com,North,USA,Electronis,Webcam,-3,65.12,25%,15.59,gift card,DELIVERED,18-Jan-2022
ORD-12936,15-Jan-2024,CUST1528,Kristy Bryan,kristy.bryan83@gmail.com,east,Canada,TOYS,RC Car,1,$62.77,0,22.12,GiftCard,Pending,"April 07, 2024"
12346,06/26/24,CUST1289,Briana Murray,briana.murray28@outlook.com,north,United States,Clothing,Baseball Cap,4,30.94,0,8.42,debit card,Returned,10/03/2023
12646,08/14/2023,CUST1415,Antonio Garcia,antonio.garcia12@yahoo.com,Centrl,canada,Home and Kitchen,Non-stick Pan Set,4,104.82,0.25,8.42,Pay Pal,Cancelled,02-Jun-2023
12524,2024-02-08,CUST1175,Alex Hernandez,alex.hernandez97@yahoo.com,north,USA,Appare,Running Shoes,2,,0,23.26,Debit,Shipped,2024-07-10
ORD-12772,2024-04-25,CUST1263,Diane Evans,diane.evans55@gmail.com,east,Canada,Beuty,Shampoo Set,3,36.48,0.1,6.61,Pay Pal,Shipped,08/14/2022
ORD-10526,30-11-2023,CUST1398,Ashley Hicks,,EAST,Canada,Apparel,Denim Jacket,1,35.0,0.25,18.53,Gift Card,Cancelled,"July 17, 2022"
10312,"July 12, 2023",CUST1549,Pamela Diaz,pamela.diaz85@hotmail.com,East,USA,toys,Action Figure,2,8.68,0,10.54,PAYPAL,CANCELLED,2024-04-15
ORD-11331,03/12/24,CUST1055,Michael Lewis,michael.at.gmail.com,Nort,Canada,Electronic,Smartwatch,6,217.83,0.1,10.23,Gift Card,Shipped,18-05-2023
ORD-10395,2023-09-27,CUST1406,lori hernandez,lori.hernandez70@gmail.com, North,United States,Apparel,Denim Jacket,5,35.14,10%,22.48,Debit,Delivered,03-01-2022
12050,30-Jun-2024,CUST1717,Brenda Hinton,brenda.hinton11@outlook.com,south,USA,apparel,Running Shoes,3,80.56,0.25,21.07,paypal,Delivered,"October 14, 2021"
ORD-10455,09/08/2024,CUST1765,Laura Griffin,laura.griffin59@hotmail.com,east,United States,Home & Kitchen,LED Desk Lamp,5,37.73,15%,9.16,Debit Card,shipped,2024-03-23
ORD-12954,04/03/2023,CUST1238,Sara Johnston,sara.johnston74@yahoo.com,West,canada,Sports,Camping Tent,4,49.14,0.15,15.61,CREDIT CARD,Deliverd,"October 21, 2022"
ORD-12443,07/03/2023,CUST1168,Joel Williams,joel.williams2@hotmail.com,Centrl,United States,Apparel,Baseball Cap,2,56.79,10%,24.12,Debit Card,RETURNED,08/13/22
11578,08/16/2023,CUST1014,Dylan Miller,dylan.miller28@outlook.com,WEST,US,Electronics,Wireless Earbuds,1,124.89,20%,13.8,GiftCard,CANCELLED,03/12/22
ORD-10892,03/08/24,CUST1806,  ZACHARY COLE  ,zachary.cole82@outlook.com,Central,United States,Electronic,USB-C Cable,4,$147.51,25%,0.76,paypal,Deliverd,13-Dec-2022
ORD-10086,18-Aug-2023,CUST1116,William Herrera,william.herrera71@outlook.com,WEST,USA,ELECTRONICS,Smartwatch,4,226.15,0.05,15.24,CC,Delivered,12/22/22
12131,15-05-2023,CUST1730,Jerry Peters,jerry.peters29@hotmail.com,West,US,Home&Kitchen,Air Fryer,N/A,79.44,0.2,10.44,PayPal,Returned,24-12-2022
